name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats
Chevrolet Beat Diesel LT,2012,200000,70000,Diesel,Individual,Manual,Second Owner,5
Mahindra Scorpio Getaway,2016,750000,120000,Diesel,Individual,Manual,First Owner,5
Renault KWID RXT,2016,261000,90000,Petrol,Individual,Manual,First Owner,5
Chevrolet Sail 1.2 LS ABS,2015,371000,40000,Petrol,Individual,Manual,First Owner,5
Mahindra Bolero DI Non AC BSIII,2010,320000,300000,Diesel,Individual,Manual,Third Owner,7
Tata Indigo CS LX (TDI) BS III,2012,204999,120000,Diesel,Individual,Manual,Second Owner,5
Hyundai Accent GLX,2003,110000,90000,Petrol,Individual,Manual,Second Owner,5
Ford Fusion 1.4 TDCi Diesel,2009,150000,100000,Diesel,Individual,Manual,Fourth & Above Owner,5
Mahindra Bolero 2011-2019 SLX,2016,625000,90000,Diesel,Individual,Manual,Second Owner,7
Mahindra Scorpio 1.99 S10,2017,1300000,50000,Diesel,Individual,Manual,Second Owner,7
Skoda Octavia Ambition 2.0 TDI MT,2015,900000,168000,Diesel,Individual,Manual,First Owner,5
Ford Figo Diesel Titanium,2010,180000,110000,Diesel,Individual,Manual,Second Owner,5
Mahindra Bolero SLX,2010,421000,120000,Diesel,Individual,Manual,Second Owner,7
Tata Indigo CS LX (TDI) BS III,2012,204999,120000,Diesel,Individual,Manual,Second Owner,5
Honda WR-V i-DTEC VX,2017,900000,40000,Diesel,Individual,Manual,First Owner,5
Honda City 2017-2020 GXi,2006,165000,110000,Petrol,Individual,Manual,Second Owner,5
Hyundai i20 Magna 1.4 CRDi,2010,270000,100000,Diesel,Individual,Manual,Fourth & Above Owner,5
Maruti Vitara Brezza VDi,2017,750000,40000,Diesel,Individual,Manual,First Owner,5
Hyundai Elite i20 Petrol Asta Option,2019,750000,30000,Petrol,Individual,Manual,First Owner,5
Maruti 800 Std,2002,40000,80000,Petrol,Individual,Manual,Third Owner,4
Ford Figo Diesel Titanium,2011,190000,90000,Diesel,Individual,Manual,Second Owner,5
Toyota Innova 2.5 G4 Diesel 7-seater,2009,395000,200000,Diesel,Individual,Manual,Third Owner,7
Toyota Fortuner 3.0 Diesel,2010,800000,125000,Diesel,Individual,Manual,Second Owner,7
Hyundai i20 1.2 Sportz,2011,315000,80000,Petrol,Individual,Manual,First Owner,5
Audi A4 2.0 TDI,2014,1600000,44000,Diesel,Individual,Automatic,Second Owner,5
Toyota Etios GD,2013,409999,90000,Diesel,Individual,Manual,First Owner,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,580000,32000,Petrol,Individual,Manual,First Owner,5
Hyundai i20 Sportz 1.2,2013,340000,70000,Petrol,Individual,Manual,First Owner,5
Hyundai EON Magna Plus,2015,270000,43000,Petrol,Individual,Manual,First Owner,5
Tata Zest Quadrajet 1.3 75PS XE,2017,280000,80000,Diesel,Individual,Manual,First Owner,5
Tata Indica Vista Quadrajet VX,2012,130000,60000,Diesel,Individual,Manual,First Owner,5
Hyundai EON Era Plus,2014,260000,18945,Petrol,Individual,Manual,First Owner,5
Hyundai Grand i10 1.2 CRDi Asta,2018,710000,70000,Diesel,Individual,Manual,First Owner,5
Maruti Eeco Smiles 7 Seater Standard,2013,204999,100000,Petrol,Individual,Manual,Third Owner,7
Datsun GO Plus Anniversary Edition,2017,300000,60000,Petrol,Individual,Manual,First Owner,7
Maruti Swift Dzire VDi,2009,180000,144000,Diesel,Individual,Manual,Second Owner,5
Mahindra TUV 300 T6 Plus,2016,700000,120000,Diesel,Individual,Manual,First Owner,7
Hyundai i20 1.4 CRDi Magna,2012,320000,107825,Diesel,Individual,Manual,Second Owner,5
Maruti Alto 800 VXI Plus,2020,370000,15000,Petrol,Individual,Manual,First Owner,5
Renault KWID RXT Optional,2018,340000,10000,Petrol,Individual,Manual,First Owner,5
Maruti XL6 Alpha,2019,1040000,1620,Petrol,Individual,Manual,First Owner,6
Hyundai i20 Active SX Diesel,2018,750000,30000,Diesel,Individual,Manual,First Owner,5
Mahindra TUV 300 Plus P4 BSIV,2018,600000,70000,Diesel,Individual,Manual,First Owner,9
Mahindra Bolero 2011-2019 DI - AC BS III,2016,550000,70000,Diesel,Individual,Manual,First Owner,9
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,600000,95000,Diesel,Individual,Manual,Second Owner,7
Tata Tigor 1.05 Revotorq XZ Option,2017,550000,50000,Diesel,Individual,Manual,First Owner,5
Honda City i DTEC VX Option,2015,750000,160000,Diesel,Individual,Manual,First Owner,5
Hyundai Santro Magna BSIV,2019,450000,10000,Petrol,Individual,Manual,First Owner,5
Maruti Ertiga VDI,2012,400000,100000,Diesel,Individual,Manual,Third Owner,7
Maruti Swift VDI Optional,2016,520000,50000,Diesel,Individual,Manual,Second Owner,5
Maruti Alto K10 Knightracer,2013,199000,60000,Petrol,Individual,Manual,Second Owner,5
Chevrolet Beat Diesel LT,2012,150000,110000,Diesel,Individual,Manual,First Owner,5
Hyundai i20 Active 1.4 SX with AVN,2016,540000,80000,Diesel,Individual,Manual,Third Owner,5
Maruti SX4 ZDI,2011,250000,85000,Diesel,Individual,Manual,Second Owner,5
Maruti Wagon R LXI Minor,2010,200000,90000,Petrol,Individual,Manual,Second Owner,5
Tata Indica V2 2001-2011 eLX,2011,130000,90000,Diesel,Individual,Manual,Second Owner,5
Maruti 800 AC,2007,90000,90000,Petrol,Individual,Manual,First Owner,4
Hyundai Verna 1.6 SX,2012,450000,120000,Diesel,Individual,Manual,Second Owner,5
Hyundai Verna CRDi SX ABS,2009,280000,120000,Diesel,Individual,Manual,First Owner,5
Tata New Safari 3L Dicor LX 4x2,2007,280000,160000,Diesel,Individual,Manual,Second Owner,7
Maruti Zen LXI,2006,120000,141000,Petrol,Individual,Manual,Second Owner,5
Maruti Swift Ldi BSIII,2008,290000,100000,Diesel,Individual,Manual,Second Owner,5
Hyundai Creta 1.4 EX Diesel,2019,1000000,15000,Diesel,Individual,Manual,First Owner,5
Maruti Swift Dzire VDi,2012,415000,108000,Diesel,Individual,Manual,First Owner,5
Maruti Swift Dzire VDI,2012,415000,108000,Diesel,Individual,Manual,First Owner,5
Chevrolet Beat Diesel LT,2015,240000,55000,Diesel,Individual,Manual,First Owner,5
Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,2010,250000,37944,Diesel,Individual,Manual,First Owner,5
Ford Figo Diesel EXI,2011,175000,90400,Diesel,Individual,Manual,First Owner,5
Hyundai Verna CRDi SX,2008,220000,85000,Diesel,Individual,Manual,Second Owner,5
Maruti Zen D,2003,85000,120000,Diesel,Individual,Manual,Third Owner,5
Maruti Swift Dzire VXI 1.2,2019,675000,5000,Petrol,Individual,Manual,First Owner,5
Renault Duster 85PS Diesel RxL,2016,535000,50000,Diesel,Individual,Manual,First Owner,5
Renault Triber RXZ BSIV,2019,675000,5000,Petrol,Individual,Manual,First Owner,7
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,800000,90000,Diesel,Individual,Manual,First Owner,5
Maruti Ertiga ZDI,2012,425000,96000,Diesel,Individual,Manual,Second Owner,7
Maruti Eeco 5 Seater AC BSIV,2011,150000,80000,Petrol,Individual,Manual,Third Owner,5
Maruti Zen Estilo 1.1 LXI BSIII,2007,90000,60000,Petrol,Individual,Manual,Second Owner,5
Mahindra XUV500 W6 2WD,2015,850000,90000,Diesel,Individual,Manual,First Owner,7
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2008,330000,193623,Diesel,Individual,Manual,Second Owner,8
Hyundai i20 1.4 Asta Option,2017,850000,63186,Diesel,Individual,Manual,First Owner,5
Mahindra Bolero SLX,2008,305000,219000,Diesel,Individual,Manual,Second Owner,7
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,910000,110000,Diesel,Individual,Manual,Second Owner,7
Toyota Innova 2.5 VX 8 STR,2012,1100000,151000,Diesel,Individual,Manual,First Owner,8
Maruti Baleno Zeta Automatic,2019,675000,5000,Petrol,Individual,Automatic,First Owner,5
Maruti Alto LXi BSIII,2010,150000,91500,Petrol,Individual,Manual,First Owner,5
Maruti Swift VDI BSIV,2015,550000,23000,Diesel,Individual,Manual,First Owner,5
Volkswagen Vento Diesel Highline,2012,350000,40000,Diesel,Individual,Manual,First Owner,5
Maruti Ritz VDi,2012,300000,70000,Diesel,Individual,Manual,First Owner,5
Toyota Innova Crysta 2.8 GX AT BSIV,2018,1745000,10000,Diesel,Individual,Automatic,First Owner,7
Mahindra Scorpio 2009-2014 EX 2WD 7S,2014,611000,90000,Diesel,Individual,Manual,Second Owner,7
Honda Brio S MT,2016,400000,68000,Petrol,Individual,Manual,First Owner,5
Hyundai Elantra CRDi SX,2013,700000,120000,Diesel,Individual,Manual,First Owner,5
Chevrolet Sail Hatchback LS ABS,2013,300000,65000,Diesel,Individual,Manual,First Owner,5
Hyundai Getz GLS,2005,65000,85000,Petrol,Individual,Manual,First Owner,5
Maruti Wagon R VXI BS IV,2011,200000,94000,Petrol,Individual,Manual,Third Owner,5
Hyundai i20 Asta Option 1.4 CRDi,2015,650000,100000,Diesel,Individual,Manual,First Owner,5
Hyundai i20 Asta Option 1.4 CRDi,2015,650000,80000,Diesel,Individual,Manual,First Owner,5
Volkswagen Polo Diesel Trendline 1.2L,2013,350000,80000,Diesel,Individual,Manual,Third Owner,5
Tata Indica V2 DL BSIII,2011,75000,140500,Diesel,Individual,Manual,Third Owner,5
Maruti Swift Dzire VXi,2010,240000,143000,Petrol,Individual,Manual,First Owner,5
Maruti Alto K10 2010-2014 VXI,2013,240000,60000,Petrol,Individual,Manual,First Owner,5
Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,2011,180000,120000,Diesel,Individual,Manual,Second Owner,5
Hyundai Santa Fe 4WD AT,2014,900000,80000,Diesel,Individual,Automatic,Second Owner,7
Mahindra Thar DI 4X4,2014,425000,63000,Diesel,Individual,Manual,Second Owner,7
Chevrolet Spark 1.0 LT,2009,95000,120000,Petrol,Individual,Manual,Third Owner,5
Maruti Swift Dzire VDI,2018,811000,100000,Diesel,Individual,Manual,First Owner,5
Hyundai Verna VTVT 1.6 SX Option,2018,1100000,60000,Petrol,Individual,Manual,First Owner,5
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2013,600000,90000,Diesel,Individual,Manual,First Owner,9
Maruti Ertiga VDI,2014,550000,50000,Diesel,Individual,Manual,Second Owner,7
Mahindra Scorpio S4 Plus 4WD,2015,715000,70000,Diesel,Individual,Manual,First Owner,7
Mahindra Xylo E8 BS4,2010,300000,40000,Diesel,Individual,Manual,First Owner,
Tata Indigo LS BSII,2006,100000,120000,Diesel,Individual,Manual,Third Owner,5
Mahindra Scorpio EX,2013,500000,195000,Diesel,Individual,Manual,First Owner,8
Maruti Wagon R Stingray VXI,2013,350000,40000,Petrol,Individual,Manual,First Owner,5
Tata Indica V2 DLS TC,2008,100000,40000,Diesel,Individual,Manual,First Owner,5
Tata Safari DICOR 2.2 EX 4x2,2012,325000,120000,Diesel,Individual,Manual,First Owner,7
Maruti Wagon R LXI BS IV,2012,220000,360003,Petrol,Individual,Manual,Second Owner,5
Maruti 800 AC,1999,55000,60000,Petrol,Individual,Manual,Second Owner,4
